"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2002 General Election","BEAVER","Representative in the General Assembly","15th Legislative District","Republican","CAMP, CHARLES A.","9,203","9,203","","","","","","","","","",""
"2002 General Election","BEAVER","Representative in the General Assembly","15th Legislative District","Democratic","BIANCUCCI, VINCE","10,414","10,414","","","","","","","","","",""
"2002 General Election","BEAVER","Representative in the General Assembly","16th Legislative District","Republican","EGGERT, RON","3,420","3,420","","","","","","","","","",""
"2002 General Election","BEAVER","Representative in the General Assembly","16th Legislative District","Democratic","LAUGHLIN, SUSAN","7,144","7,144","","","","","","","","","",""
"2002 General Election","BEAVER","Representative in the General Assembly","46th Legislative District","Republican","SNATCHKO, PAUL","456","456","","","","","","","","","",""
"2002 General Election","BEAVER","Representative in the General Assembly","46th Legislative District","Democratic","LESCOVITZ, VICTOR JOHN","547","547","","","","","","","","","",""
"2002 General Election","BEDFORD","Senator in the General Assembly","30th Senatorial District","Republican","JUBELIRER, ROBERT C.","11,219","11,219","","","","","","","","","",""
"2002 General Election","BEDFORD","Senator in the General Assembly","30th Senatorial District","Democratic","BRUMBAUGH, STACEY R.","3,768","3,768","","","","","","","","","",""
"2002 General Election","BEDFORD","Representative in the General Assembly","69th Legislative District","Republican","BASTIAN, BOB","954","954","","","","","","","","","",""
"2002 General Election","BEDFORD","Representative in the General Assembly","69th Legislative District","Democratic","STUBY, CHARLES E.","1,051","1,051","","","","","","","","","",""
"2002 General Election","BEDFORD","Representative in the General Assembly","78th Legislative District","Republican","HESS, DICK L.","9,919","9,919","","","","","","","","","",""
"2002 General Election","BEDFORD","Representative in the General Assembly","78th Legislative District","Democratic","MCFADDEN, PENNY","3,107","3,107","","","","","","","","","",""
"2002 General Election","BERKS","Senator in the General Assembly","44th Senatorial District","Republican","RAFFERTY, JOHN C.","3,574","3,574","","","","","","","","","",""
"2002 General Election","BERKS","Senator in the General Assembly","44th Senatorial District","Democratic","JACOBS, RICK","2,129","2,129","","","","","","","","","",""
"2002 General Election","BERKS","Senator in the General Assembly","48th Senatorial District","Republican","BRIGHTBILL, DAVID J.","18,573","18,573","","","","","","","","","",""
"2002 General Election","BERKS","Senator in the General Assembly","48th Senatorial District","Democratic","ARNOLD, ED","8,167","8,167","","","","","","","","","",""
"2002 General Election","BERKS","Representative in the General Assembly","124th Legislative District","Republican","ARGALL, DAVID G.","4,679","4,679","","","","","","","","","",""
"2002 General Election","BERKS","Representative in the General Assembly","124th Legislative District","Democratic","KURTZ, GREGORY","2,157","2,157","","","","","","","","","",""
"2002 General Election","BERKS","Representative in the General Assembly","125th Legislative District","Republican","ALLEN, BOB","1,640","1,640","","","","","","","","","",""
"2002 General Election","BERKS","Representative in the General Assembly","125th Legislative District","Democratic","CASEY, WILLIAM J.","924","924","","","","","","","","","",""
"2002 General Election","BERKS","Representative in the General Assembly","126th Legislative District","Republican","CARLISLE, ROBERTA","3,906","3,906","","","","","","","","","",""
"2002 General Election","BERKS","Representative in the General Assembly","126th Legislative District","Democratic","SANTONI, DANTE","12,026","12,026","","","","","","","","","",""
"2002 General Election","BERKS","Representative in the General Assembly","126th Legislative District","Libertarian","TARTAGLIA, DAVID L.","444","444","","","","","","","","","",""
"2002 General Election","BERKS","Representative in the General Assembly","127th Legislative District","Republican","ACOSTA, FRANCIS","2,740","2,740","","","","","","","","","",""
"2002 General Election","BERKS","Representative in the General Assembly","127th Legislative District","Democratic","CALTAGIRONE, THOMAS R.","7,017","7,017","","","","","","","","","",""
"2002 General Election","BERKS","Representative in the General Assembly","128th Legislative District","Republican","ROHRER, SAMUEL E.","13,732","13,732","","","","","","","","","",""
"2002 General Election","BERKS","Representative in the General Assembly","128th Legislative District","Democratic","WYNINGS, RYAN B.","7,427","7,427","","","","","","","","","",""
"2002 General Election","BERKS","Representative in the General Assembly","129th Legislative District","Republican","MILLER, SHEILA","12,931","12,931","","","","","","","","","",""
"2002 General Election","BERKS","Representative in the General Assembly","129th Legislative District","Democratic","BRADY, LUCILLE M.","5,301","5,301","","","","","","","","","",""
"2002 General Election","BERKS","Representative in the General Assembly","130th Legislative District","Republican","LEH, DENNIS E.","12,538","12,538","","","","","","","","","",""
"2002 General Election","BERKS","Representative in the General Assembly","130th Legislative District","Democratic","SCHUCKER, DENTON L.","5,967","5,967","","","","","","","","","",""
"2002 General Election","BERKS","Representative in the General Assembly","134th Legislative District","Republican","REICHLEY, DOUGLAS G.","1,542","1,542","","","","","","","","","",""
"2002 General Election","BERKS","Representative in the General Assembly","134th Legislative District","Democratic","RAYNOCK, J. P.","1,090","1,090","","","","","","","","","",""
"2002 General Election","BERKS","Representative in the General Assembly","187th Legislative District","Republican","SEMMEL, PAUL W.","2,932","2,932","","","","","","","","","",""
"2002 General Election","BERKS","Representative in the General Assembly","187th Legislative District","Democratic","ZOLLERS, WILLIAM G.","2,213","2,213","","","","","","","","","",""
"2002 General Election","BLAIR","Senator in the General Assembly","30th Senatorial District","Republican","JUBELIRER, ROBERT C.","24,819","24,819","","","","","","","","","",""
"2002 General Election","BLAIR","Senator in the General Assembly","30th Senatorial District","Democratic","BRUMBAUGH, STACEY R.","9,586","9,586","","","","","","","","","",""
"2002 General Election","BLAIR","Representative in the General Assembly","79th Legislative District","Republican / Democratic","GEIST, RICHARD A.","14,434","14,434","","","","","","","","","",""
"2002 General Election","BLAIR","Representative in the General Assembly","80th Legislative District","Republican","STERN, JERRY A.","14,785","14,785","","","","","","","","","",""
"2002 General Election","BLAIR","Representative in the General Assembly","80th Legislative District","Democratic","GRAZIER, JAMES E.","3,169","3,169","","","","","","","","","",""
"2002 General Election","BLAIR","Representative in the General Assembly","81st Legislative District","Republican / Democratic","SATHER, LARRY O.","1,175","1,175","","","","","","","","","",""
"2002 General Election","BRADFORD","Representative in the General Assembly","68th Legislative District","Republican / Democratic","BAKER, MATTHEW E.","4,540","4,540","","","","","","","","","",""
"2002 General Election","BRADFORD","Representative in the General Assembly","110th Legislative District","Republican","PICKETT, TINA","9,988","9,988","","","","","","","","","",""
"2002 General Election","BUCKS","Senator in the General Assembly","6th Senatorial District","Republican","TOMLINSON, ROBERT TOMMY","42,532","42,532","","","","","","","","","",""
"2002 General Election","BUCKS","Senator in the General Assembly","6th Senatorial District","Democratic","KOSTMAYER, PETER H.","38,385","38,385","","","","","","","","","",""
"2002 General Election","BUCKS","Senator in the General Assembly","10th Senatorial District","Republican","CONTI, JOE","47,828","47,828","","","","","","","","","",""
"2002 General Election","BUCKS","Senator in the General Assembly","10th Senatorial District","Democratic","ELGART, RONALD H.","30,184","30,184","","","","","","","","","",""
"2002 General Election","BUCKS","Senator in the General Assembly","12th Senatorial District","Republican","GREENLEAF, STEWART J.","13,844","13,844","","","","","","","","","",""
"2002 General Election","BUCKS","Senator in the General Assembly","12th Senatorial District","Democratic","ROVNER, HOWARD P.","8,025","8,025","","","","","","","","","",""
"2002 General Election","BUCKS","Senator in the General Assembly","24th Senatorial District","Republican","WONDERLING, ROB","7,754","7,754","","","","","","","","","",""
"2002 General Election","BUCKS","Senator in the General Assembly","24th Senatorial District","Democratic","MAZA, JIM","5,260","5,260","","","","","","","","","",""
"2002 General Election","BUCKS","Representative in the General Assembly","18th Legislative District","Republican","DIGIROLAMO, GENE D.","11,769","11,769","","","","","","","","","",""
"2002 General Election","BUCKS","Representative in the General Assembly","18th Legislative District","Democratic","BLACKER, SCOTT F.","6,078","6,078","","","","","","","","","",""
"2002 General Election","BUCKS","Representative in the General Assembly","29th Legislative District","Republican","O'NEILL, BERNIE","12,666","12,666","","","","","","","","","",""
"2002 General Election","BUCKS","Representative in the General Assembly","29th Legislative District","Democratic","CORRIGAN, KEVIN","9,438","9,438","","","","","","","","","",""
"2002 General Election","BUCKS","Representative in the General Assembly","31st Legislative District","Republican","STEIL, DAVID J.","12,747","12,747","","","","","","","","","",""
"2002 General Election","BUCKS","Representative in the General Assembly","31st Legislative District","Democratic","SCHRADER, VIRGINIA WATERS","8,811","8,811","","","","","","","","","",""
"2002 General Election","BUCKS","Representative in the General Assembly","140th Legislative District","Democratic","CORRIGAN, THOMAS C.","11,787","11,787","","","","","","","","","",""
"2002 General Election","BUCKS","Representative in the General Assembly","141st Legislative District","Republican","DRANGINIS, GEORGE","4,358","4,358","","","","","","","","","",""
"2002 General Election","BUCKS","Representative in the General Assembly","141st Legislative District","Democratic","MELIO, ANTHONY J.","11,905","11,905","","","","","","","","","",""
"2002 General Election","BUCKS","Representative in the General Assembly","142nd Legislative District","Republican","WRIGHT, MATTHEW N.","12,217","12,217","","","","","","","","","",""
"2002 General Election","BUCKS","Representative in the General Assembly","142nd Legislative District","Democratic","KING, CHRISTOPHER J.","8,482","8,482","","","","","","","","","",""
"2002 General Election","BUCKS","Representative in the General Assembly","143rd Legislative District","Republican","MCILHINNEY, CHUCK","12,559","12,559","","","","","","","","","",""
"2002 General Election","BUCKS","Representative in the General Assembly","143rd Legislative District","Democratic","HELSEL, BETSY","9,012","9,012","","","","","","","","","",""
"2002 General Election","BUCKS","Representative in the General Assembly","144th Legislative District","Republican","WATSON, KATHARINE M.","13,386","13,386","","","","","","","","","",""
"2002 General Election","BUCKS","Representative in the General Assembly","144th Legislative District","Green","HEITZENRATER, TOM","2,072","2,072","","","","","","","","","",""
"2002 General Election","BUCKS","Representative in the General Assembly","145th Legislative District","Republican","CLYMER, PAUL I.","11,814","11,814","","","","","","","","","",""
"2002 General Election","BUCKS","Representative in the General Assembly","145th Legislative District","Democratic","GROSS, JOELLEN F.","4,984","4,984","","","","","","","","","",""
"2002 General Election","BUCKS","Representative in the General Assembly","145th Legislative District","Green","MOYER, CHARLES W.","488","488","","","","","","","","","",""
"2002 General Election","BUCKS","Representative in the General Assembly","178th Legislative District","Republican","PETRI, SCOTT A.","12,943","12,943","","","","","","","","","",""
"2002 General Election","BUCKS","Representative in the General Assembly","178th Legislative District","Democratic","CHERKIN, CARL","10,537","10,537","","","","","","","","","",""
"2002 General Election","BUTLER","Senator in the General Assembly","40th Senatorial District","Republican","ORIE, JANE C.","17,261","17,261","","","","","","","","","",""
"2002 General Election","BUTLER","Senator in the General Assembly","40th Senatorial District","Democratic","DEMARCO, DAN","5,703","5,703","","","","","","","","","",""
"2002 General Election","BUTLER","Senator in the General Assembly","50th Senatorial District","Republican","ROBBINS, BOB","883","883","","","","","","","","","",""
"2002 General Election","BUTLER","Senator in the General Assembly","50th Senatorial District","Democratic","KLARIC, KYLE","355","355","","","","","","","","","",""
"2002 General Election","BUTLER","Representative in the General Assembly","8th Legislative District","Republican","STEVENSON, DICK","7,565","7,565","","","","","","","","","",""
"2002 General Election","BUTLER","Representative in the General Assembly","8th Legislative District","Democratic","LAUER, MARK A.","4,885","4,885","","","","","","","","","",""
"2002 General Election","BUTLER","Representative in the General Assembly","10th Legislative District","Republican / Democratic","LAGROTTA, FRANK","1,221","1,221","","","","","","","","","",""
"2002 General Election","BUTLER","Representative in the General Assembly","11th Legislative District","Republican","ELLIS, BRIAN","8,827","8,827","","","","","","","","","",""
"2002 General Election","BUTLER","Representative in the General Assembly","11th Legislative District","Democratic","TRAVAGLIO, GUY A.","9,439","9,439","","","","","","","","","",""
"2002 General Election","BUTLER","Representative in the General Assembly","12th Legislative District","Republican","METCALFE, DARYL","12,772","12,772","","","","","","","","","",""
"2002 General Election","BUTLER","Representative in the General Assembly","12th Legislative District","Democratic","SCHOETTKER, LINDA","6,306","6,306","","","","","","","","","",""
"2002 General Election","BUTLER","Representative in the General Assembly","64th Legislative District","Republican","HUTCHINSON, SCOTT E.","709","709","","","","","","","","","",""
"2002 General Election","BUTLER","Representative in the General Assembly","64th Legislative District","Democratic","SCHUSTER, DENNIS C.","362","362","","","","","","","","","",""
"2002 General Election","CAMBRIA","Representative in the General Assembly","71st Legislative District","Republican","PARKER, MARK","8,349","8,349","","","","","","","","","",""
"2002 General Election","CAMBRIA","Representative in the General Assembly","71st Legislative District","Democratic","WOJNAROSKI, EDWARD P.","11,033","11,033","","","","","","","","","",""
"2002 General Election","CAMBRIA","Representative in the General Assembly","72nd Legislative District","Republican","TELEK, WILLIAM F.","3,006","3,006","","","","","","","","","",""
"2002 General Election","CAMBRIA","Representative in the General Assembly","72nd Legislative District","Democratic","YEWCIC, TOM","8,217","8,217","","","","","","","","","",""
"2002 General Election","CAMBRIA","Representative in the General Assembly","73rd Legislative District","Republican","GOLDEN, VINCE","5,224","5,224","","","","","","","","","",""
"2002 General Election","CAMBRIA","Representative in the General Assembly","73rd Legislative District","Democratic","HALUSKA, GARY","11,128","11,128","","","","","","","","","",""
"2002 General Election","CAMBRIA","Representative in the General Assembly","73rd Legislative District","Libertarian","TINNICK, JAMES D.","419","419","","","","","","","","","",""
"2002 General Election","CAMERON","Representative in the General Assembly","67th Legislative District","Republican","CAUSER, MARTIN T.","1,181","1,181","","","","","","","","","",""
"2002 General Election","CARBON","Senator in the General Assembly","14th Senatorial District","Democratic","MUSTO, RAPHAEL J.","5,398","5,398","","","","","","","","","",""
"2002 General Election","CARBON","Representative in the General Assembly","122nd Legislative District","Democratic","MCCALL, KEITH","11,547","11,547","","","","","","","","","",""
"2002 General Election","CENTRE","Senator in the General Assembly","34th Senatorial District","Republican / Democratic","CORMAN, JACOB D.","28,639","28,639","","","","","","","","","",""
"2002 General Election","CENTRE","Senator in the General Assembly","34th Senatorial District","Libertarian","TUEL, DANIEL W.","2,964","2,964","","","","","","","","","",""
"2002 General Election","CENTRE","Representative in the General Assembly","76th Legislative District","Republican","KRUPA, JOHN T.","1,886","1,886","","","","","","","","","",""
"2002 General Election","CENTRE","Representative in the General Assembly","76th Legislative District","Democratic","HANNA, MIKE","3,549","3,549","","","","","","","","","",""
"2002 General Election","CENTRE","Representative in the General Assembly","77th Legislative District","Republican","HERMAN, LYNN","12,107","12,107","","","","","","","","","",""
"2002 General Election","CENTRE","Representative in the General Assembly","77th Legislative District","Libertarian","ZYCH, RICHARD","2,047","2,047","","","","","","","","","",""
"2002 General Election","CENTRE","Representative in the General Assembly","171st Legislative District","Republican","BENNINGHOFF, KERRY A.","9,695","9,695","","","","","","","","","",""
"2002 General Election","CENTRE","Representative in the General Assembly","171st Legislative District","Democratic","MUSSER, RODNEY","3,590","3,590","","","","","","","","","",""
"2002 General Election","CHESTER","Senator in the General Assembly","26th Senatorial District","Republican","ERICKSON, EDWIN B.","5,533","5,533","","","","","","","","","",""
"2002 General Election","CHESTER","Senator in the General Assembly","26th Senatorial District","Democratic","CRUMLISH, SEAN","2,560","2,560","","","","","","","","","",""
"2002 General Election","CHESTER","Senator in the General Assembly","36th Senatorial District","Republican","WENGER, NOAH W.","2,504","2,504","","","","","","","","","",""
"2002 General Election","CHESTER","Senator in the General Assembly","36th Senatorial District","Constitution","PETOLICCHIO, LAURELLYNN T.","343","343","","","","","","","","","",""
"2002 General Election","CHESTER","Senator in the General Assembly","44th Senatorial District","Republican","RAFFERTY, JOHN C.","12,529","12,529","","","","","","","","","",""
"2002 General Election","CHESTER","Senator in the General Assembly","44th Senatorial District","Democratic","JACOBS, RICK","8,871","8,871","","","","","","","","","",""
"2002 General Election","CHESTER","Senator in the General Assembly","48th Senatorial District","Republican","BRIGHTBILL, DAVID J.","446","446","","","","","","","","","",""
"2002 General Election","CHESTER","Senator in the General Assembly","48th Senatorial District","Democratic","ARNOLD, ED","116","116","","","","","","","","","",""
"2002 General Election","CHESTER","Representative in the General Assembly","13th Legislative District","Republican","HERSHEY, ARTHUR D.","10,240","10,240","","","","","","","","","",""
"2002 General Election","CHESTER","Representative in the General Assembly","13th Legislative District","Democratic","COX, NANCY L.","6,835","6,835","","","","","","","","","",""
"2002 General Election","CHESTER","Representative in the General Assembly","26th Legislative District","Republican","HENNESSEY, TIM","11,442","11,442","","","","","","","","","",""
"2002 General Election","CHESTER","Representative in the General Assembly","26th Legislative District","Democratic","DUDONIS, BRIAN A.","5,294","5,294","","","","","","","","","",""
"2002 General Election","CHESTER","Representative in the General Assembly","155th Legislative District","Republican","SCHRODER, CURT","16,152","16,152","","","","","","","","","",""
"2002 General Election","CHESTER","Representative in the General Assembly","156th Legislative District","Republican","TAYLOR, ELINOR Z.","12,707","12,707","","","","","","","","","",""
"2002 General Election","CHESTER","Representative in the General Assembly","156th Legislative District","Democratic","HODIES, ROBERT M.","7,189","7,189","","","","","","","","","",""
"2002 General Election","CHESTER","Representative in the General Assembly","157th Legislative District","Republican","RUBLEY, CAROLE A.","12,822","12,822","","","","","","","","","",""
"2002 General Election","CHESTER","Representative in the General Assembly","157th Legislative District","Democratic","DIGIROLOMO, ANTHONY C.","6,033","6,033","","","","","","","","","",""
"2002 General Election","CHESTER","Representative in the General Assembly","158th Legislative District","Republican","ROSS, CHRIS","13,381","13,381","","","","","","","","","",""
"2002 General Election","CHESTER","Representative in the General Assembly","158th Legislative District","Democratic","CALVARESE, MARIO J.","5,293","5,293","","","","","","","","","",""
"2002 General Election","CHESTER","Representative in the General Assembly","160th Legislative District","Republican","BARRAR, STEPHEN","2,781","2,781","","","","","","","","","",""
"2002 General Election","CHESTER","Representative in the General Assembly","167th Legislative District","Republican","FLICK, BOB","17,293","17,293","","","","","","","","","",""
"2002 General Election","CHESTER","Representative in the General Assembly","168th Legislative District","Republican","RYAN, MATTHEW J.","2,577","2,577","","","","","","","","","",""
"2002 General Election","CHESTER","Representative in the General Assembly","168th Legislative District","Democratic","THOMAS, BILL","1,127","1,127","","","","","","","","","",""
"2002 General Election","CLARION","Representative in the General Assembly","63rd Legislative District","Republican / Democratic","MCILHATTAN, FRED","10,956","10,956","","","","","","","","","",""
"2002 General Election","CLEARFIELD","Representative in the General Assembly","74th Legislative District","Republican","SPENCER, C. J.","5,307","5,307","","","","","","","","","",""
"2002 General Election","CLEARFIELD","Representative in the General Assembly","74th Legislative District","Democratic","GEORGE, CAMILLE","11,414","11,414","","","","","","","","","",""
"2002 General Election","CLEARFIELD","Representative in the General Assembly","75th Legislative District","Democratic","SURRA, DAN A.","6,483","6,483","","","","","","","","","",""
"2002 General Election","CLINTON","Representative in the General Assembly","76th Legislative District","Republican","KRUPA, JOHN T.","2,599","2,599","","","","","","","","","",""
"2002 General Election","CLINTON","Representative in the General Assembly","76th Legislative District","Democratic","HANNA, MIKE","6,432","6,432","","","","","","","","","",""
"2002 General Election","COLUMBIA","Representative in the General Assembly","107th Legislative District","Republican","ROBATIN, MIKE","316","316","","","","","","","","","",""
"2002 General Election","COLUMBIA","Representative in the General Assembly","107th Legislative District","Democratic","BELFANTI, ROBERT","384","384","","","","","","","","","",""
