"year","state","pop","dem","total","ecvotes","dlag","dlag2","house"
1868,"Alabama",964201,0.487478942161136,149588,8,NA,NA,6
1868,"Alaska",NA,NA,NA,NA,NA,NA,NA
1868,"Arizona",NA,NA,NA,NA,NA,NA,NA
1868,"Arkansas",435450,0.463170672493324,41190,5,NA,NA,3
1868,"California",379994,0.497607127079959,108656,5,NA,NA,3
1868,"Colorado",NA,NA,NA,NA,NA,NA,NA
1868,"Connecticut",460147,0.485075837456404,98632,6,NA,NA,4
1868,"D. C.",NA,NA,NA,NA,NA,NA,NA
1868,"Delaware",112216,0.590005923213613,18571,3,NA,NA,1
1868,"Florida",140424,NA,NA,NA,NA,NA,NA
1868,"Georgia",1057286,0.642657806477449,159816,9,NA,NA,7
1868,"Hawaii",NA,NA,NA,NA,NA,NA,NA
1868,"Idaho",NA,NA,NA,NA,NA,NA,NA
1868,"Illinois",1711951,0.443051043567264,449420,16,NA,NA,14
1868,"Indiana",1350428,0.486068255650129,343532,13,NA,NA,11
1868,"Iowa",674913,0.38078780491568,194439,8,NA,NA,6
1868,"Kansas",107206,0.311733559492975,43627,3,NA,NA,1
1868,"Kentucky",1155684,0.745482615547908,155455,11,NA,NA,9
1868,"Louisiana",708002,0.706902932468631,113488,7,NA,NA,5
1868,"Maine",628279,0.375878614047202,112962,7,NA,NA,5
1868,"Maryland",687049,0.671986637211057,92795,7,NA,NA,5
1868,"Massachusetts",1231066,0.302344972938685,195482,12,NA,NA,10
1868,"Michigan",749113,0.430192358833437,225620,8,NA,NA,6
1868,"Minnesota",172023,0.39121111699017,71818,4,NA,NA,2
1868,"Mississippi",791305,NA,NA,NA,NA,NA,NA
1868,"Missouri",1182012,0.430381407061539,152488,11,NA,NA,9
1868,"Montana",NA,NA,NA,NA,NA,NA,NA
1868,"Nebraska",26404,0.360931266758224,15291,3,NA,NA,1
1868,"Nevada",20200,0.446059155411181,11698,3,NA,NA,1
1868,"New Hampshire",326073,0.447703278520493,68293,5,NA,NA,3
1868,"New Jersey",672035,0.508796557389108,163132,7,NA,NA,5
1868,"New Mexico",NA,NA,NA,NA,NA,NA,NA
1868,"New York",3880735,0.505880996174263,849771,33,NA,NA,31
1868,"North Carolina",992622,0.465894940991085,181498,9,NA,NA,7
1868,"North Dakota",NA,NA,NA,NA,NA,NA,NA
1868,"Ohio",2339511,0.459958595804066,518788,21,NA,NA,19
1868,"Oklahoma",NA,NA,NA,NA,NA,NA,NA
1868,"Oregon",52465,0.503712759213982,22086,3,NA,NA,1
1868,"Pennsylvania",2906215,0.477962730797271,655662,26,NA,NA,24
1868,"Rhode Island",174620,0.335090322910803,19541,4,NA,NA,2
1868,"South Carolina",703708,0.420660603693578,107538,6,NA,NA,4
1868,"South Dakota",NA,NA,NA,NA,NA,NA,NA
1868,"Tennessee",1109801,0.315731599743828,82757,10,NA,NA,8
1868,"Texas",604215,NA,NA,NA,NA,NA,NA
1868,"Utah",NA,NA,NA,NA,NA,NA,NA
1868,"Vermont",315098,0.214278090087526,56212,5,NA,NA,3
1868,"Virginia",1219630,NA,NA,NA,NA,NA,NA
1868,"Washington",NA,NA,NA,NA,NA,NA,NA
1868,"West Virginia",85166,0.411711035867075,49321,5,NA,NA,3
1868,"Wisconsin",775881,0.437508716290553,193603,8,NA,NA,6
1868,"Wyoming",NA,NA,NA,NA,NA,NA,NA
1872,"Alabama",996992,0.468099648825096,169716,10,0.487478942161136,NA,8
1872,"Alaska",NA,NA,NA,NA,NA,NA,NA
1872,"Arizona",NA,NA,NA,NA,NA,NA,NA
1872,"Arkansas",484471,0.478272383354351,79300,6,0.463170672493324,NA,4
1872,"California",560247,0.429848823951691,94724,6,0.497607127079959,NA,4
1872,"Colorado",39864,NA,NA,NA,NA,NA,NA
1872,"Connecticut",537454,0.475944963493006,96009,6,0.485075837456404,NA,4
1872,"D. C.",NA,NA,NA,NA,NA,NA,NA
1872,"Delaware",125015,0.478344426736664,21334,3,0.590005923213613,NA,1
1872,"Florida",187748,0.464808677312444,33190,4,NA,NA,2
1872,"Georgia",1184109,0.54969547751717,138906,11,0.642657806477449,NA,9
1872,"Hawaii",NA,NA,NA,NA,NA,NA,NA
1872,"Idaho",NA,NA,NA,NA,NA,NA,NA
1872,"Illinois",2539891,0.433166205894757,426820,21,0.443051043567264,NA,19
1872,"Indiana",1680637,0.467815392004666,349779,15,0.486068255650129,NA,13
1872,"Iowa",1194020,0.351108480678652,202755,11,0.38078780491568,NA,9
1872,"Kansas",364399,0.330443497870208,99775,5,0.311733559492975,NA,3
1872,"Kentucky",1321011,0.529743961941291,188761,12,0.745482615547908,NA,10
1872,"Louisiana",726915,0.443143318932024,128692,8,0.706902932468631,NA,6
1872,"Maine",626915,0.321432122223081,90523,7,0.375878614047202,NA,5
1872,"Maryland",780894,0.503447455131018,134447,8,0.671986637211057,NA,6
1872,"Massachusetts",1457351,0.307267064624968,192650,13,0.302344972938685,NA,11
1872,"Michigan",1184059,0.361471453092141,217309,11,0.430192358833437,NA,9
1872,"Minnesota",439706,0.387278786612259,90919,5,0.39121111699017,NA,3
1872,"Mississippi",827922,0.365233243470805,129457,8,NA,NA,6
1872,"Missouri",1721295,0.559561024276688,270630,15,0.430381407061539,NA,13
1872,"Montana",NA,NA,NA,NA,NA,NA,NA
1872,"Nebraska",122993,0.293189881227827,25932,3,0.360931266758224,NA,1
1872,"Nevada",42491,0.425694586661206,14649,3,0.446059155411181,NA,1
1872,"New Hampshire",318300,0.458137127695246,68593,5,0.447703278520493,NA,3
1872,"New Jersey",906096,0.454792043399638,168112,9,0.508796557389108,NA,7
1872,"New Mexico",NA,NA,NA,NA,NA,NA,NA
1872,"New York",4382759,0.467720586459264,828020,35,0.505880996174263,NA,33
1872,"North Carolina",1071361,0.425282895295388,164902,10,0.465894940991085,NA,8
1872,"North Dakota",NA,NA,NA,NA,NA,NA,NA
1872,"Ohio",2665260,0.464335874322704,526173,22,0.459958595804066,NA,20
1872,"Oklahoma",NA,NA,NA,NA,NA,NA,NA
1872,"Oregon",90923,0.395807770961145,19560,3,0.503712759213982,NA,1
1872,"Pennsylvania",3521951,0.377545715150544,561630,29,0.477962730797271,NA,27
1872,"Rhode Island",217353,0.280562282826156,18994,4,0.335090322910803,NA,2
1872,"South Carolina",705606,0.2389645116803,94989,7,0.420660603693578,NA,5
1872,"South Dakota",NA,NA,NA,NA,NA,NA,NA
1872,"Tennessee",1258520,0.521603386839136,179046,12,0.315731599743828,NA,10
1872,"Texas",818579,0.583665163927237,114014,8,NA,NA,6
1872,"Utah",NA,NA,NA,NA,NA,NA,NA
1872,"Vermont",330551,0.208487577758272,52406,5,0.214278090087526,NA,3
1872,"Virginia",1225163,0.495094808492248,185110,11,NA,NA,9
1872,"Washington",NA,NA,NA,NA,NA,NA,NA
1872,"West Virginia",442014,0.477462329431546,61852,5,0.411711035867075,NA,3
1872,"Wisconsin",1054670,0.4516454188885,191471,10,0.437508716290553,NA,8
1872,"Wyoming",NA,NA,NA,NA,NA,NA,NA
1876,"Alabama",996992,0.599829932963302,171697,10,0.468099648825096,NA,8
1876,"Alaska",NA,NA,NA,NA,NA,NA,NA
1876,"Arizona",NA,NA,NA,NA,NA,NA,NA
1876,"Arkansas",484471,0.600465188401302,96735,6,0.478272383354351,NA,4
1876,"California",560247,0.49101581063204,155718,6,0.429848823951691,NA,4
1876,"Colorado",39864,0.484746996723699,27470,3,NA,NA,1
1876,"Connecticut",537454,0.511962632275132,120960,6,0.475944963493006,NA,4
1876,"D. C.",NA,NA,NA,NA,NA,NA,NA
1876,"Delaware",125015,0.554468984378237,24133,3,0.478344426736664,NA,1
1876,"Florida",187748,0.490144518556525,46776,4,0.464808677312444,NA,2
1876,"Georgia",1184109,0.720333167303116,180690,11,0.54969547751717,NA,9
1876,"Hawaii",NA,NA,NA,NA,NA,NA,NA
1876,"Idaho",NA,NA,NA,NA,NA,NA,NA
1876,"Illinois",2539891,0.48172556967307,536843,21,0.433166205894757,NA,19
1876,"Indiana",1680637,0.506541537279053,421537,15,0.467815392004666,NA,13
1876,"Iowa",1194020,0.395562486108514,283447,11,0.351108480678652,NA,9
1876,"Kansas",364399,0.32610603479428,116226,5,0.330443497870208,NA,3
1876,"Kentucky",1321011,0.621283400872576,257628,12,0.529743961941291,NA,10
1876,"Louisiana",726915,0.48351768925341,145823,8,0.443143318932024,NA,6
1876,"Maine",626915,0.429515475360748,116217,7,0.321432122223081,NA,5
1876,"Maryland",780894,0.560451639299214,163759,8,0.503447455131018,NA,6
1876,"Massachusetts",1457351,0.420246406094861,258841,13,0.307267064624968,NA,11
1876,"Michigan",1184059,0.459142670114652,308586,11,0.361471453092141,NA,9
1876,"Minnesota",439706,0.399754817264814,121542,5,0.387278786612259,NA,3
1876,"Mississippi",827922,0.680760547652571,164776,8,0.365233243470805,NA,6
1876,"Missouri",1721295,0.582190813942434,347113,15,0.559561024276688,NA,13
1876,"Montana",NA,NA,NA,NA,NA,NA,NA
1876,"Nebraska",122993,0.353004378851768,49328,3,0.293189881227827,NA,1
1876,"Nevada",42491,0.472703265451221,19691,3,0.425694586661206,NA,1
1876,"New Hampshire",318300,0.48107432854466,80050,5,0.458137127695246,NA,3
1876,"New Jersey",906096,0.528351231780717,219479,9,0.454792043399638,NA,7
1876,"New Mexico",NA,NA,NA,NA,NA,NA,NA
1876,"New York",4382759,0.516190380119388,1011156,35,0.467720586459264,NA,33
1876,"North Carolina",1071361,0.53621676620595,233911,10,0.425282895295388,NA,8
1876,"North Dakota",NA,NA,NA,NA,NA,NA,NA
1876,"Ohio",2665260,0.494252768092005,653880,22,0.464335874322704,NA,20
1876,"Oklahoma",NA,NA,NA,NA,NA,NA,NA
1876,"Oregon",90923,0.482006060399714,29371,3,0.395807770961145,NA,1
1876,"Pennsylvania",3521951,0.488019531229177,750388,29,0.377545715150544,NA,27
1876,"Rhode Island",217353,0.404241669496962,26499,4,0.280562282826156,NA,2
1876,"South Carolina",705606,0.497566823404477,182683,7,0.2389645116803,NA,5
1876,"South Dakota",NA,NA,NA,NA,NA,NA,NA
1876,"Tennessee",1258520,0.597895332288781,222743,12,0.521603386839136,NA,10
1876,"Texas",818579,0.700444652468991,149555,8,0.583665163927237,NA,6
1876,"Utah",NA,NA,NA,NA,NA,NA,NA
1876,"Vermont",330551,0.314771932551092,64345,5,0.208487577758272,NA,3
1876,"Virginia",1225163,0.595756026543879,236288,11,0.495094808492248,NA,9
1876,"Washington",NA,NA,NA,NA,NA,NA,NA
1876,"West Virginia",442014,0.573820565641395,98543,5,0.477462329431546,NA,3
1876,"Wisconsin",1054670,0.487911084163737,253993,10,0.4516454188885,NA,8
1876,"Wyoming",NA,NA,NA,NA,NA,NA,NA
1880,"Alabama",996992,0.61791429346352,147480,10,0.599829932963302,0.487478942161136,8
1880,"Alaska",NA,NA,NA,NA,NA,NA,NA
1880,"Arizona",NA,NA,NA,NA,NA,NA,NA
1880,"Arkansas",484471,0.59215859030837,102150,6,0.600465188401302,0.463170672493324,4
1880,"California",560247,0.500448017522463,160708,6,0.49101581063204,0.497607127079959,4
1880,"Colorado",39864,0.473098259016834,52097,3,0.484746996723699,NA,1
1880,"Connecticut",537454,0.489884546934181,131482,6,0.511962632275132,0.485075837456404,4
1880,"D. C.",NA,NA,NA,NA,NA,NA,NA
1880,"Delaware",125015,0.517610556104879,29329,3,0.554468984378237,0.590005923213613,1
1880,"Florida",187748,0.541749002286024,51618,4,0.490144518556525,NA,2
1880,"Georgia",1184109,0.654051101612565,157451,11,0.720333167303116,0.642657806477449,9
1880,"Hawaii",NA,NA,NA,NA,NA,NA,NA
1880,"Idaho",NA,NA,NA,NA,NA,NA,NA
1880,"Illinois",2539891,0.465806230547386,595357,21,0.48172556967307,0.443051043567264,19
1880,"Indiana",1680637,0.492743933613875,457686,15,0.506541537279053,0.486068255650129,13
1880,"Iowa",1194020,0.365298931143852,289749,11,0.395562486108514,0.38078780491568,9
1880,"Kansas",364399,0.329754618141715,181350,5,0.32610603479428,0.311733559492975,3
1880,"Kentucky",1321011,0.582989054882227,255365,12,0.621283400872576,0.745482615547908,10
1880,"Louisiana",726915,0.625301610189858,104025,8,0.48351768925341,0.706902932468631,6
1880,"Maine",626915,0.468257900519162,139263,7,0.429515475360748,0.375878614047202,5
1880,"Maryland",780894,0.544103216216373,172221,8,0.560451639299214,0.671986637211057,6
1880,"Massachusetts",1457351,0.403440729746712,276918,13,0.420246406094861,0.302344972938685,11
1880,"Michigan",1184059,0.415221561723019,316932,11,0.459142670114652,0.430192358833437,9
1880,"Minnesota",439706,0.362152468804554,147217,5,0.399754817264814,0.39121111699017,3
1880,"Mississippi",827922,0.684937700056061,110594,8,0.680760547652571,NA,6
1880,"Missouri",1721295,0.575850179573606,362247,15,0.582190813942434,0.430381407061539,13
1880,"Montana",NA,NA,NA,NA,NA,NA,NA
1880,"Nebraska",122993,0.341584632703408,83502,3,0.353004378851768,0.360931266758224,1
1880,"Nevada",42491,0.524011992368493,18345,3,0.472703265451221,0.446059155411181,1
1880,"New Hampshire",318300,0.476305558474309,85653,5,0.48107432854466,0.447703278520493,3
1880,"New Jersey",906096,0.504133761105627,243120,9,0.528351231780717,0.508796557389108,7
1880,"New Mexico",NA,NA,NA,NA,NA,NA,NA
1880,"New York",4382759,0.490352321671842,1090055,35,0.516190380119388,0.505880996174263,33
1880,"North Carolina",1071361,0.517905095488283,239820,10,0.53621676620595,0.465894940991085,8
1880,"North Dakota",NA,NA,NA,NA,NA,NA,NA
1880,"Ohio",2665260,0.47609408984046,715869,22,0.494252768092005,0.459958595804066,20
1880,"Oklahoma",NA,NA,NA,NA,NA,NA,NA
1880,"Oregon",90923,0.491817420022675,40574,3,0.482006060399714,0.503712759213982,1
1880,"Pennsylvania",3521951,0.478127801795966,852132,29,0.488019531229177,0.477962730797271,27
1880,"Rhode Island",217353,0.372023193207703,28974,4,0.404241669496962,0.335090322910803,2
1880,"South Carolina",705606,0.657462024942372,169190,7,0.497566823404477,0.420660603693578,5
1880,"South Dakota",NA,NA,NA,NA,NA,NA,NA
1880,"Tennessee",1258520,0.546137764177267,237246,12,0.597895332288781,0.315731599743828,10
1880,"Texas",818579,0.729877146896478,214321,8,0.700444652468991,NA,6
1880,"Utah",NA,NA,NA,NA,NA,NA,NA
1880,"Vermont",330551,0.287357956790416,63273,5,0.314771932551092,0.214278090087526,3
1880,"Virginia",1225163,0.605261416906094,211616,11,0.595756026543879,NA,9
1880,"Washington",NA,NA,NA,NA,NA,NA,NA
1880,"West Virginia",442014,0.553781131492864,103633,5,0.573820565641395,0.411711035867075,3
1880,"Wisconsin",1054670,0.442569158669251,259042,10,0.487911084163737,0.437508716290553,8
1880,"Wyoming",NA,NA,NA,NA,NA,NA,NA
1884,"Alabama",1262505,0.609383624655014,152180,10,0.61791429346352,0.468099648825096,8
1884,"Alaska",NA,NA,NA,NA,NA,NA,NA
1884,"Arizona",NA,NA,NA,NA,NA,NA,NA
1884,"Arkansas",802525,0.586886357034503,123932,7,0.59215859030837,0.478272383354351,5
1884,"California",864694,0.465873931033043,191657,8,0.500448017522463,0.429848823951691,6
1884,"Colorado",194327,0.43448211011331,63807,3,0.473098259016834,NA,1
1884,"Connecticut",622700,0.504824165915239,133080,6,0.489884546934181,0.475944963493006,4
1884,"D. C.",NA,NA,NA,NA,NA,NA,NA
1884,"Delaware",146608,0.566934135740555,29910,3,0.517610556104879,0.478344426736664,1
1884,"Florida",269493,0.531254180602007,59800,4,0.541749002286024,0.464808677312444,2
1884,"Georgia",1542180,0.660759405318629,143270,12,0.654051101612565,0.54969547751717,10
1884,"Hawaii",NA,NA,NA,NA,NA,NA,NA
1884,"Idaho",NA,NA,NA,NA,NA,NA,NA
1884,"Illinois",3077871,0.48067310947647,649820,22,0.465806230547386,0.433166205894757,20
1884,"Indiana",1978301,0.506738449701547,483494,15,0.492743933613875,0.467815392004666,13
1884,"Iowa",1624615,0.47359410264286,374405,13,0.365298931143852,0.351108480678652,11
1884,"Kansas",996096,0.36858075227572,244538,9,0.329754618141715,0.330443497870208,7
1884,"Kentucky",1648690,0.563079097813003,271651,13,0.582989054882227,0.529743961941291,11
1884,"Louisiana",939946,0.574567885369145,108941,8,0.625301610189858,0.443143318932024,6
1884,"Maine",648936,0.419337460802444,124370,6,0.468257900519162,0.321432122223081,4
1884,"Maryland",934943,0.530441258611059,182614,8,0.544103216216373,0.503447455131018,6
1884,"Massachusetts",1783085,0.454711679971458,269076,14,0.403440729746712,0.307267064624968,12
1884,"Michigan",1636937,0.495670497081381,382030,13,0.415221561723019,0.361471453092141,11
1884,"Minnesota",780773,0.385502063273728,181750,7,0.362152468804554,0.387278786612259,5
1884,"Mississippi",1131597,0.643419395465995,120688,9,0.684937700056061,0.365233243470805,7
1884,"Missouri",2168380,0.537510475878152,439104,16,0.575850179573606,0.559561024276688,14
1884,"Montana",NA,NA,NA,NA,NA,NA,NA
1884,"Nebraska",452402,0.414240344851222,131303,5,0.341584632703408,0.293189881227827,3
1884,"Nevada",62266,0.436770808863832,12771,3,0.524011992368493,0.425694586661206,1
1884,"New Hampshire",346991,0.475403871343327,82452,4,0.476305558474309,0.458137127695246,2
1884,"New Jersey",1131116,0.508673051051195,251238,9,0.504133761105627,0.454792043399638,7
1884,"New Mexico",NA,NA,NA,NA,NA,NA,NA
1884,"New York",5082871,0.500510594502644,1125159,36,0.490352321671842,0.467720586459264,34
1884,"North Carolina",1399750,0.533374887095691,267926,11,0.517905095488283,0.425282895295388,9
1884,"North Dakota",NA,NA,NA,NA,NA,NA,NA
1884,"Ohio",3198062,0.479305327436807,768362,23,0.47609408984046,0.464335874322704,21
1884,"Oklahoma",NA,NA,NA,NA,NA,NA,NA
1884,"Oregon",174768,0.478081765894606,51464,3,0.491817420022675,0.395807770961145,1
1884,"Pennsylvania",4282891,0.450653920597896,871589,30,0.478127801795966,0.377545715150544,28
1884,"Rhode Island",276531,0.394354094395468,31421,4,0.372023193207703,0.280562282826156,2
1884,"South Carolina",995577,0.762708162708163,91575,9,0.657462024942372,0.2389645116803,7
1884,"South Dakota",NA,NA,NA,NA,NA,NA,NA
1884,"Tennessee",1542359,0.518747745966006,257871,12,0.546137764177267,0.521603386839136,10
1884,"Texas",1591749,0.707517663683467,318450,13,0.729877146896478,0.583665163927237,11
1884,"Utah",NA,NA,NA,NA,NA,NA,NA
1884,"Vermont",332286,0.304881695839564,56845,4,0.287357956790416,0.208487577758272,2
1884,"Virginia",1512565,0.510768939114683,284847,12,0.605261416906094,0.495094808492248,10
1884,"Washington",NA,NA,NA,NA,NA,NA,NA
1884,"West Virginia",618457,0.516160942280706,130407,6,0.553781131492864,0.477462329431546,4
1884,"Wisconsin",1315497,0.476133659310506,307588,11,0.442569158669251,0.4516454188885,9
1884,"Wyoming",NA,NA,NA,NA,NA,NA,NA
1888,"Alabama",1262505,0.672321208543707,174491,10,0.609383624655014,0.599829932963302,8
